MId,Home Team,Home Team Goals,Away Team Goals,Away Team,Home Poss,Away Poss,Home ShotsT,Away ShotsT,Home Shots,Away Shots,Home Touches,Away Touches,Home Passes,Away Passes,Home Tackles,Away Tackles,Home Clearances,Away Clearances,Home Corners,Away Corners,Home Offsides,Away Offsides,HTP,HTR,HTAR,HTMR,HTDR,ATP,ATR,ATAR,ATMR,ATDR
9974,Sunderland,0,0,Leicester,50.6,49.4,3,0,13,11,542,524,304,290,23,21,37,33,8,9,2,0,14,804.507,222.666,220.665,361.176,13,787.256,143.0,354.256,290.0
9975,Spurs,2,0,Hull,55.7,44.3,3,2,10,14,706,586,524,401,18,19,34,18,6,8,0,5,14,854.167,131.677,330.49,392.0,13,788.156,152.0,341.175,294.981
9976,West Ham,1,2,Everton,45.3,54.7,3,5,13,21,575,660,364,446,15,23,28,39,7,8,2,2,13,801.23,206.238,243.872,351.12,13,845.444,140.684,330.76,374.0
9973,Southampton,6,1,Aston Villa,35.6,64.4,11,4,18,9,460,719,295,547,10,7,29,25,6,3,3,1,14,823.088,222.688,215.0,385.4,14,820.234,107.791,340.931,371.512
9969,Arsenal,0,1,Swansea,67.9,32.1,9,3,23,8,962,555,762,359,16,24,9,18,6,1,1,1,13,880.536,232.36,262.176,386.0,14,823.073,91.706,359.364,372.003
9967,Chelsea,1,1,Liverpool,47.8,52.2,3,4,8,15,606,668,433,468,24,18,13,24,6,4,1,3,14,889.125,74.64,404.819,409.666,14,841.718,351.31,103.408,387.0
9968,Man City,6,0,QPR,59.5,40.5,11,3,23,9,687,519,492,333,15,17,31,17,7,4,1,5,14,880.446,198.3,280.146,402.0,14,797.777,118.23,322.627,356.92
9961,Crystal Palace,1,2,Man Utd,37.5,62.5,4,4,13,13,462,682,267,477,9,26,18,48,7,6,4,1,14,812.855,75.2,365.655,372.0,14,881.529,171.0,393.0,317.529
9960,Aston Villa,1,0,West Ham,58.2,41.8,5,1,14,6,674,518,475,336,10,19,32,43,2,6,1,3,14,821.769,96.403,426.222,299.144,14,797.468,197.943,252.525,347.0
9963,Hull,0,1,Burnley,54.5,45.5,3,2,21,8,631,589,440,379,16,13,24,52,9,3,0,0,14,792.002,177.325,358.899,255.778,13,781.868,142.372,270.08,369.416
9964,Leicester,2,0,Southampton,30.8,69.2,3,3,10,10,487,789,255,585,21,18,36,15,4,8,0,1,14,787.992,133.513,364.479,290.0,13,812.733,117.05,324.683,371.0
9965,Newcastle,1,1,West Brom,60.7,39.3,5,3,15,8,672,523,440,292,24,28,15,42,7,2,0,2,14,819.622,219.077,303.545,297.0,14,811.6,79.433,365.167,367.0
9966,Stoke,3,0,Spurs,45,55,8,3,16,9,546,646,337,431,15,11,41,36,6,8,5,1,14,821.579,171.175,281.404,369.0,13,856.8,185.438,277.362,394.0
9962,Everton,0,2,Sunderland,73,27,4,3,22,10,801,428,595,230,15,25,18,41,15,1,2,1,14,863.641,158.0,313.311,392.33,14,800.514,209.808,229.706,361.0
9959,Hull,1,3,Arsenal,32.3,67.7,1,9,8,22,476,863,315,685,13,17,21,27,0,5,4,1,14,788.9,137.562,351.6,299.738,13,878.756,247.48,245.276,386.0
9958,Spurs,0,1,Man City,55,45,5,4,21,15,728,622,488,399,20,16,33,26,8,7,2,1,14,854.367,181.732,280.635,392.0,14,877.817,185.679,301.725,390.413
9957,Chelsea,1,0,Crystal Palace,61.7,38.3,7,1,17,8,767,546,556,322,24,26,38,27,3,6,1,2,14,915.499,85.0,413.408,417.091,14,806.266,37.421,399.846,368.999
9953,Man Utd,0,1,West Brom,79.7,20.3,9,3,26,6,928,360,720,185,15,13,12,39,9,3,3,0,13,877.475,287.262,369.3,220.913,14,813.398,73.222,372.406,367.77
9950,Aston Villa,3,2,Everton,50.4,49.6,4,5,11,9,624,607,441,429,18,14,22,24,5,3,0,3,14,822.571,81.0,442.471,299.1,13,867.666,156.334,316.332,395.0
9952,Liverpool,2,1,QPR,62.1,37.9,8,2,25,10,690,482,475,284,24,21,31,22,9,6,3,3,14,844.937,360.787,102.175,381.975,13,804.922,91.77,351.652,361.5
9954,Sunderland,2,1,Southampton,43.7,56.3,6,2,12,11,578,673,374,481,19,20,26,12,1,1,3,3,14,798.433,214.88,223.209,360.344,14,825.222,226.0,150.222,449.0
9955,Swansea,2,0,Stoke,47.4,52.6,4,3,17,9,625,641,413,472,12,22,21,25,6,2,1,0,14,824.506,148.824,300.682,375.0,14,819.644,172.714,279.93,367.0
9956,West Ham,1,0,Burnley,60.2,39.8,7,2,29,9,658,524,454,307,5,10,29,43,13,3,2,2,13,794.766,216.494,231.272,347.0,14,779.812,143.512,245.3,391.0
9951,Leicester,3,0,Newcastle,47.9,52.1,7,3,19,12,538,571,301,341,29,19,29,36,10,7,3,1,14,784.042,143.0,351.042,290.0,14,813.51,226.112,167.386,420.012
9949,Leicester,1,3,Chelsea,37.1,62.9,2,4,8,11,540,836,349,609,23,8,34,35,2,6,4,3,14,785.546,132.92,298.291,354.335,14,915.257,85.0,414.232,416.025
9948,Hull,1,0,Liverpool,31.2,68.8,4,9,7,12,467,799,260,591,30,28,22,20,7,7,1,0,14,791.108,152.035,355.377,283.696,14,855.512,263.128,217.708,374.676
9946,Arsenal,0,0,Chelsea,57,43,1,3,11,7,772,627,568,447,16,24,20,40,6,2,0,0,13,879.468,257.808,235.66,386.0,14,917.227,84.5,419.902,412.825
9947,Everton,3,0,Man Utd,34.9,65.1,7,4,9,17,506,795,307,576,23,14,22,22,7,7,1,2,14,866.756,157.824,313.932,395.0,14,868.478,213.978,354.5,300.0
9940,Man City,3,2,Aston Villa,44.9,55.1,4,4,11,13,595,690,428,519,9,13,21,12,7,6,1,6,14,883.872,173.532,308.34,402.0,13,827.554,81.0,443.488,303.066
9938,Burnley,0,1,Leicester,XX-XX-,XX-XX,XX-XX-,-XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,14,779.778,142.367,280.411,357.0,14,633.828,143.0,274.368,216.46
9939,Crystal Palace,0,2,Hull,46.5,53.5,3,7,7,21,565,616,351,401,18,17,32,33,0,9,5,0,14,810.878,83.731,356.147,371.0,14,790.999,159.73,342.961,288.308
9941,Newcastle,2,3,Swansea,48.2,51.8,4,6,12,11,635,683,410,460,31,20,24,40,9,6,0,3,14,816.432,156.392,306.512,353.528,14,824.106,135.5,310.606,378.0
9942,QPR,0,0,West Ham,53.8,46.2,7,2,18,8,522,514,305,269,14,20,39,71,6,6,3,4,13,804.27,129.08,309.456,365.734,12,793.444,253.619,192.825,347.0
9944,Stoke,1,1,Sunderland,60.5,39.5,8,5,23,15,646,504,415,274,19,18,20,35,9,8,2,1,14,834.056,231.789,220.333,381.934,12,802.5,187.0,254.5,361.0
9945,West Brom,0,0,Liverpool,26.8,73.2,4,4,10,22,441,877,236,673,33,10,38,21,2,4,1,1,14,807.134,124.526,391.608,291.0,13,841.835,317.525,137.31,387.0
9943,Southampton,2,2,Spurs,36.2,63.8,4,2,13,7,532,789,325,603,15,20,24,32,8,3,5,2,14,832.226,151.622,231.604,449.0,14,853.789,162.607,299.714,391.468
9937,Newcastle,1,3,Spurs,38.9,61.1,5,8,11,14,563,780,327,544,44,21,14,20,4,3,1,5,14,812.995,82.853,352.142,378.0,14,854.045,237.262,230.872,385.911
9936,Man City,2,0,West Ham,66.8,33.2,3,3,18,9,850,511,675,336,16,15,20,27,6,3,5,4,14,879.896,160.384,317.512,402.0,13,816.733,223.068,225.665,368.0
9931,Chelsea,1,0,Man Utd,29.6,70.4,2,2,7,15,456,882,283,664,29,21,31,24,3,7,2,3,14,912.992,147.496,278.496,487.0,14,869.224,257.0,313.334,298.89
9932,Crystal Palace,0,2,West Brom,68.1,31.9,4,4,19,8,705,453,460,221,21,24,29,49,7,6,1,2,14,810.556,114.159,361.397,335.0,14,807.578,143.394,365.162,299.022
9933,Everton,1,0,Burnley,65.6,34.4,8,1,21,10,706,447,506,263,14,8,38,36,5,6,1,0,14,865.846,179.76,291.086,395.0,14,781.455,213.656,210.799,357.0
9934,Leicester,2,0,Swansea,41.1,58.9,6,6,18,10,572,752,355,534,32,14,18,45,6,3,0,3,14,788.912,185.194,313.718,290.0,14,827.822,150.332,299.49,378.0
9935,Stoke,2,1,Southampton,48.3,51.7,2,6,15,12,614,653,412,447,14,25,20,29,2,5,3,2,14,834.844,194.344,258.5,382.0,14,835.464,99.288,290.476,445.7
9930,Liverpool,2,0,Newcastle,61.8,38.2,6,3,14,10,759,549,550,329,23,21,23,26,6,6,3,2,13,853.736,188.656,358.08,307.0,14,810.988,156.641,354.347,300.0
9928,Man Utd,4,2,Man City,58.6,41.4,7,3,11,10,764,568,546,385,15,22,34,25,1,5,3,3,14,885.869,177.708,465.994,242.167,14,903.084,174.0,323.584,405.5
9929,QPR,0,1,Chelsea,39.9,60.1,4,1,15,9,527,706,304,470,25,17,45,50,5,6,4,3,14,801.881,141.54,295.516,364.825,14,917.959,116.752,388.382,412.825
9921,Burnley,0,1,Arsenal,31.8,68.2,4,5,8,17,529,917,307,688,15,15,46,36,1,6,3,2,12,782.77,214.0,211.77,357.0,13,879.614,250.822,242.0,386.792
9922,Southampton,2,0,Hull,54,46,4,4,9,15,742,648,550,463,19,20,27,24,2,5,2,0,14,833.754,176.472,284.282,373.0,14,785.644,162.416,296.747,326.481
9923,Sunderland,1,4,Crystal Palace,53.7,46.3,3,5,12,14,615,569,405,355,28,17,18,22,8,4,0,0,13,812.918,228.0,221.918,363.0,14,811.89,85.559,354.942,371.389
9925,Spurs,0,1,Aston Villa,57,43,3,3,14,11,695,553,468,363,19,32,17,20,9,6,5,2,14,838.012,184.569,274.541,378.902,14,825.2,159.694,365.906,299.6
9926,West Brom,2,3,Leicester,45.9,54.1,5,4,8,12,511,577,316,355,16,23,33,26,4,6,0,3,14,809.603,151.313,352.926,305.364,14,786.466,192.903,303.563,290.0
9927,West Ham,1,1,Stoke,35.3,64.7,3,2,11,18,439,632,235,428,15,8,59,23,4,10,2,4,14,816.436,230.981,217.455,368.0,14,832.478,138.547,312.475,381.456
9924,Swansea,1,1,Everton,50.9,49.1,3,8,11,12,625,607,449,440,18,14,18,24,3,6,2,1,13,822.512,148.512,299.0,375.0,14,863.466,150.568,317.898,395.0
9920,Aston Villa,3,3,QPR,63.8,36.2,7,5,21,11,684,496,464,259,15,27,20,64,7,3,4,2,14,827.678,154.0,371.344,302.334,14,799.406,147.0,290.938,361.468
9919,Crystal Palace,2,1,Man City,25.9,74.1,3,4,5,22,448,887,238,667,24,23,34,14,4,13,2,0,14,809.711,72.406,361.347,375.958,14,902.98,234.839,263.141,405.0
9918,Sunderland,1,0,Newcastle,53.2,46.8,4,1,16,10,579,549,346,309,27,20,22,34,8,4,2,1,12,806.667,219.12,224.547,363.0,13,815.991,177.579,338.412,300.0
9917,Burnley,0,0,Spurs,40,60,4,2,15,12,541,750,330,537,20,18,31,32,5,3,4,3,12,781.844,213.844,211.0,357.0,14,840.455,239.0,224.367,377.088
9911,Chelsea,2,1,Stoke,60.5,39.5,10,2,19,7,829,584,635,415,10,18,21,30,9,0,2,1,13,915.1,140.5,362.6,412.0,14,831.133,208.186,233.041,389.906
9912,Everton,1,0,Southampton,45.1,54.9,1,2,10,11,604,681,381,455,15,23,46,25,4,10,0,2,13,860.945,137.542,328.403,395.0,14,837.254,209.758,257.438,370.058
9913,Leicester,2,1,West Ham,49.6,50.4,7,7,20,14,574,605,358,370,14,16,36,56,7,6,3,1,14,786.378,214.0,290.918,281.46,14,817.801,202.039,247.762,368.0
9914,Man Utd,3,1,Aston Villa,76.4,23.6,7,2,20,5,920,412,736,234,16,16,19,35,10,2,0,2,13,888.85,202.254,443.596,243.0,14,823.534,216.488,212.684,394.362
9915,Swansea,3,1,Hull,58.4,41.6,4,1,9,10,794,611,630,433,17,16,28,17,4,7,2,1,14,827.216,155.0,299.082,373.134,14,791.796,177.441,348.229,266.126
9916,West Brom,1,4,QPR,55,45,6,7,21,12,665,587,455,388,13,16,12,50,2,4,3,3,14,812.29,222.5,345.662,244.128,14,813.465,135.31,308.689,369.466
9910,Arsenal,4,1,Liverpool,48.6,51.4,10,2,16,13,694,722,479,509,24,25,19,22,6,5,4,3,14,873.031,249.488,239.823,383.72,12,865.5,203.5,352.0,310.0
9907,Hull,2,3,Chelsea,42.9,57.1,8,3,19,8,597,751,407,542,26,21,25,36,6,6,5,1,14,795.223,227.553,222.77,344.9,14,915.354,111.213,383.816,420.325
9909,QPR,1,2,Everton,52.3,47.7,1,3,14,8,677,654,413,391,22,21,40,71,1,3,4,5,14,811.356,147.712,293.644,370.0,13,860.488,155.488,310.0,395.0
9908,Liverpool,1,2,Man Utd,41.7,58.3,1,4,7,6,602,774,407,569,13,28,21,28,2,3,0,3,13,863.767,337.86,212.907,313.0,14,889.138,210.773,435.496,242.869
9906,West Ham,1,0,Sunderland,53.9,46.1,4,3,15,7,610,542,365,330,10,22,46,46,6,4,1,1,14,816.947,250.175,273.772,293.0,14,812.102,213.416,231.553,367.133
9900,Aston Villa,0,1,Swansea,42.6,57.4,3,6,12,9,539,691,360,494,17,14,15,21,4,9,1,7,14,819.898,152.664,297.234,370.0,14,826.225,133.261,320.964,372.0
9902,Newcastle,1,2,Arsenal,50.9,49.1,4,3,16,7,690,706,450,441,26,32,21,36,9,4,3,4,13,817.701,150.649,367.052,300.0,14,866.725,241.087,239.89,385.748
9903,Southampton,2,0,Burnley,60.2,39.8,3,3,20,15,725,541,554,360,10,12,16,33,10,5,1,0,13,839.78,153.0,309.0,377.78,14,781.468,207.416,217.052,357.0
9904,Stoke,1,2,Crystal Palace,56.9,43.1,4,3,17,12,621,522,426,331,16,15,21,35,8,4,0,0,12,836.202,297.892,159.31,379.0,14,810.357,78.793,359.786,371.778
9905,Spurs,4,3,Leicester,65.8,34.2,4,5,10,14,826,536,573,284,24,32,36,32,4,4,1,3,14,845.176,188.124,271.788,385.264,14,785.824,214.0,222.524,349.3
9901,Man City,3,0,West Brom,77.6,22.4,16,0,43,3,963,386,761,221,13,19,12,32,9,2,2,3,14,887.582,269.084,209.498,409.0,13,809.792,149.956,292.836,367.0
9899,Swansea,0,1,Liverpool,46.3,53.7,3,5,10,16,702,772,483,566,19,27,15,25,4,5,1,0,14,826.09,154.901,299.189,372.0,13,867.266,341.447,211.169,314.65
9897,Everton,3,0,Newcastle,54.1,45.9,9,4,15,12,729,622,486,400,22,25,57,27,3,4,0,0,14,859.224,155.644,309.58,394.0,14,816.727,163.108,275.619,378.0
9898,Man Utd,3,0,Spurs,51.6,48.4,3,1,11,5,711,681,508,476,32,20,25,21,4,2,5,4,14,881.859,173.964,463.387,244.508,14,853.847,169.516,293.331,391.0
9896,Chelsea,1,1,Southampton,60.9,39.1,7,5,22,12,825,656,605,393,14,32,21,47,9,2,2,4,14,917.822,168.644,337.178,412.0,14,843.39,107.306,354.084,382.0
9891,Burnley,1,0,Man City,29.8,70.2,4,5,10,22,516,911,290,686,13,23,58,28,2,6,2,0,13,782.77,211.69,211.0,360.08,14,908.732,255.332,244.4,409.0
9890,Arsenal,3,0,West Ham,67.9,32.1,9,1,19,7,797,502,590,272,16,18,16,52,7,5,3,3,14,876.196,197.976,288.22,390.0,13,823.089,223.0,378.089,222.0
9893,Leicester,0,0,Hull,51.3,48.7,3,5,14,12,611,580,395,385,22,17,33,35,7,5,0,0,14,785.064,147.757,291.984,345.323,14,800.122,219.067,237.717,343.338
9894,Sunderland,0,4,Aston Villa,40.4,59.6,2,8,12,14,553,749,368,556,30,17,11,17,2,5,2,0,13,818.032,191.532,258.5,368.0,14,822.066,156.588,315.864,349.614
9895,West Brom,1,0,Stoke,43.2,56.8,5,2,14,9,507,591,287,386,17,28,33,33,7,5,1,3,14,815.349,225.0,294.781,295.568,14,828.92,174.788,276.632,377.5
9892,Crystal Palace,3,1,QPR,43.5,56.5,4,4,15,11,529,623,282,382,22,18,46,35,6,3,5,0,14,807.176,97.616,312.87,396.69,14,799.205,158.304,283.901,357.0
9889,QPR,1,2,Spurs,37.5,62.5,6,6,17,13,498,714,266,454,27,24,39,47,3,5,3,3,14,807.961,148.298,230.488,429.175,14,849.38,158.196,301.184,390.0
9882,Liverpool,2,0,Burnley,63.1,36.9,8,1,20,9,891,580,677,387,9,27,31,31,6,5,0,1,14,870.834,319.362,219.069,332.403,14,782.493,144.759,280.734,357.0
9883,Man City,2,0,Leicester,69.5,30.5,9,2,22,6,906,513,700,311,18,18,23,32,10,3,4,3,14,892.96,227.962,266.998,398.0,14,786.465,108.501,271.92,406.044
9884,Newcastle,0,1,Man Utd,32.4,67.6,2,5,9,11,467,789,257,554,30,15,24,38,4,1,1,6,14,807.944,226.344,223.894,357.706,14,882.272,149.325,412.816,320.131
9885,QPR,1,2,Arsenal,43.2,56.8,3,9,10,20,620,811,386,520,18,20,22,69,1,6,5,2,14,785.189,147.0,274.014,364.175,14,875.869,329.218,162.706,383.945
9886,Stoke,2,0,Everton,43.7,56.3,3,5,11,10,602,709,365,472,26,16,35,31,5,6,0,1,14,823.19,156.289,293.712,373.189,14,847.647,175.38,292.267,380.0
9887,Spurs,3,2,Swansea,61,39,7,5,20,10,839,622,631,408,20,16,21,42,6,4,2,6,14,850.468,160.156,299.445,390.867,13,822.91,151.532,299.378,372.0
9888,West Ham,0,1,Chelsea,44.9,55.1,5,3,18,12,564,649,331,429,15,16,49,68,5,4,4,1,13,811.221,298.0,147.132,366.089,14,911.459,155.863,268.596,487.0
9879,Aston Villa,2,1,West Brom,58.2,41.8,8,1,16,3,701,534,506,348,14,15,46,28,0,3,3,2,14,821.392,154.0,285.168,382.224,12,816.781,148.0,371.781,297.0
9880,Hull,1,1,Sunderland,41.5,58.5,5,3,14,9,518,665,317,475,17,14,29,29,6,4,2,1,12,794.0,152.0,290.0,352.0,14,815.6,150.356,295.622,369.622
9881,Southampton,1,0,Crystal Palace,62.2,37.8,3,3,23,9,752,550,491,297,25,23,29,47,10,2,0,0,14,834.443,150.778,307.665,376.0,12,809.732,75.623,363.109,371.0
9877,Arsenal,2,0,Everton,47.2,52.8,4,2,17,8,633,658,398,444,27,14,45,21,8,9,2,1,14,869.914,260.694,227.428,381.792,14,849.609,168.944,300.665,380.0
9878,Liverpool,2,1,Man City,48,52,5,1,11,8,673,707,481,524,24,22,26,15,3,0,3,6,13,866.624,254.948,293.67,318.006,14,912.626,238.225,265.401,409.0
9871,Burnley,0,1,Swansea,46.5,53.5,6,2,13,9,567,637,356,423,18,20,30,33,6,4,2,2,13,783.592,156.449,270.143,357.0,14,820.871,77.803,370.254,372.814
9872,Man Utd,2,0,Sunderland,73.4,26.6,10,3,30,5,830,416,625,235,16,22,9,33,13,1,1,2,14,886.76,193.472,372.288,321.0,14,810.596,138.608,285.3,386.688
9873,Newcastle,1,0,Aston Villa,49.5,50.5,5,3,14,14,595,571,354,365,16,17,43,35,9,5,0,3,14,805.953,226.189,203.798,375.966,14,821.356,154.0,295.534,371.822
9874,Stoke,1,0,Hull,57.9,42.1,2,0,17,1,667,499,476,357,10,24,23,21,5,2,1,0,13,824.778,194.278,256.5,374.0,14,794.713,160.733,352.98,281.0
9875,West Brom,1,0,Southampton,35.7,64.3,3,2,7,12,487,716,302,541,13,20,28,11,2,3,2,2,14,817.846,134.156,386.69,297.0,14,838.01,90.528,350.91,396.572
9876,West Ham,1,3,Crystal Palace,66.4,33.6,5,5,22,12,631,436,428,215,15,23,29,54,11,7,0,6,12,815.712,223.0,225.712,367.0,14,810.665,84.8,354.865,371.0
9869,Southampton,0,2,Liverpool,59.7,40.3,5,4,13,6,736,569,543,377,16,18,4,36,6,1,1,2,14,817.502,185.484,270.018,362.0,14,859.268,242.933,291.81,324.525
9868,Everton,2,2,Leicester,58,42,3,4,18,15,760,583,546,388,21,20,35,19,4,7,1,1,14,860.613,199.402,266.211,395.0,14,787.258,116.851,239.407,431.0
9870,Spurs,2,2,West Ham,64.8,35.2,8,5,27,12,758,514,519,268,28,24,24,48,7,9,2,4,14,850.609,145.307,314.302,391.0,13,816.024,227.799,221.225,367.0
9865,Man City,5,0,Newcastle,56.9,43.1,9,1,16,8,785,640,604,448,28,21,22,17,7,3,1,2,14,906.388,225.074,272.314,409.0,14,818.603,227.0,217.236,374.367
9861,Aston Villa,1,2,Stoke,52.2,47.8,2,6,3,11,558,558,393,365,11,11,22,45,11,3,1,5,13,827.644,179.988,305.747,341.909,13,825.428,228.7,223.3,373.428
9862,Chelsea,1,1,Burnley,61,39,5,5,14,10,815,590,585,371,28,22,44,36,7,7,3,2,14,912.576,155.94,354.2,402.436,12,782.878,152.54,273.338,357.0
9863,Crystal Palace,1,2,Arsenal,52.9,47.1,3,4,22,12,636,655,366,365,21,21,20,76,10,1,3,3,14,804.502,122.969,309.533,372.0,14,877.832,316.832,159.065,401.935
9864,Hull,2,1,QPR,54.3,45.7,6,3,16,8,586,527,388,324,18,12,42,32,5,7,8,3,14,798.199,208.654,336.082,253.463,14,788.723,126.603,296.943,365.177
9866,Sunderland,0,0,West Brom,61.9,38.1,2,1,13,5,662,491,456,278,15,21,25,40,11,2,3,2,14,821.2,169.032,282.212,369.956,13,815.578,148.0,370.578,297.0
9867,Swansea,2,1,Man Utd,36,64,6,3,11,18,522,789,333,585,12,10,32,25,4,10,3,1,13,826.458,141.116,312.528,372.814,14,880.568,256.0,302.768,321.8
9856,Crystal Palace,1,1,Newcastle,53.5,46.5,3,1,7,5,647,586,417,369,27,18,30,38,5,2,6,0,14,805.131,143.643,311.3,350.188,14,826.978,217.551,231.435,377.992
9860,West Brom,2,0,Swansea,35.6,64.4,4,3,12,10,484,738,299,552,21,12,28,24,5,4,0,1,13,815.891,176.259,342.632,297.0,13,822.989,99.703,351.286,372.0
9855,Chelsea,1,0,Everton,56.1,43.9,7,4,21,7,709,609,505,417,11,24,12,47,10,2,2,1,14,903.667,81.11,416.666,405.891,14,850.5,220.116,247.384,383.0
9857,Man Utd,3,1,Burnley,57.3,42.7,7,3,11,13,729,569,511,369,15,19,48,35,5,8,2,0,14,874.44,338.44,154.0,382.0,13,783.715,147.839,278.876,357.0
9858,Southampton,0,0,West Ham,66.8,33.2,7,1,21,4,706,450,519,257,13,17,13,34,8,2,3,0,14,821.06,103.344,342.716,375.0,14,815.545,237.145,264.5,313.9
9859,Stoke,1,4,Man City,50.9,49.1,5,8,16,14,665,646,454,451,11,22,22,25,3,2,3,4,14,835.548,233.0,227.548,375.0,14,901.004,163.587,328.417,409.0
9853,Liverpool,3,2,Spurs,49.4,50.6,7,5,16,14,599,603,406,411,16,24,21,22,5,7,1,1,14,850.614,221.854,296.484,332.276,14,855.898,174.631,290.267,391.0
9851,Arsenal,2,1,Leicester,57.1,42.9,7,4,17,11,767,604,564,405,15,22,36,12,6,6,1,2,13,876.158,270.52,219.638,386.0,14,785.732,83.424,279.096,423.212
9852,Hull,2,0,Aston Villa,37.8,62.2,4,4,10,11,503,671,303,496,14,14,49,18,3,7,1,1,14,795.629,152.87,361.759,281.0,13,816.344,150.0,294.344,372.0
9854,Sunderland,0,2,QPR,52.7,47.3,6,4,18,19,692,659,465,435,18,28,11,36,8,4,2,2,14,813.356,152.356,294.0,367.0,14,805.272,82.692,355.78,366.8
9850,West Ham,1,1,Man Utd,41.2,58.8,6,6,13,18,520,647,285,414,18,20,49,48,9,9,3,2,12,817.0,292.975,232.025,292.0,13,895.258,342.0,234.4,318.858
9849,Newcastle,1,1,Stoke,41.9,58.1,3,3,9,7,539,646,318,440,12,20,43,26,5,8,2,1,14,817.227,171.406,270.821,375.0,13,825.955,232.089,220.0,373.866
9848,Burnley,2,2,West Brom,56,44,5,5,12,12,709,567,461,360,16,12,62,41,5,6,3,2,12,782.0,144.0,281.0,357.0,14,815.889,187.3,331.589,297.0
9842,Everton,0,0,Liverpool,45.6,54.4,1,6,6,17,667,741,461,552,26,20,29,22,3,6,5,2,14,844.49,156.112,308.122,380.256,14,842.556,225.022,304.534,313.0
9841,Aston Villa,1,2,Chelsea,51,49,1,5,8,12,698,668,500,501,13,16,30,35,7,7,2,4,14,816.418,139.849,304.569,372.0,14,912.421,151.679,348.742,412.0
