MId,Home_Team,Home_Team_Goals,Away_Team_Goals,Away_Team,Home_Poss,Away_Poss,Home_ShotsT,Away_ShotsT,Home_Shots,Away_Shots,Home_Touches,Away_Touches,Home_Passes,Away_Passes,Home_Tackles,Away_Tackles,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Offsides,Away_Offsides,HTP,HTR,HTAR,HTMR,HTDR,ATP,ATR,ATAR,ATMR,ATDR
12412,Watford,1,2,Stoke,52.1,47.9,4,6,9,9,672,639,454,432,19,18,16,38,9,2,2,4,14,827.365,183.342,285.255,358.768,13,838.665,231.958,227.707,379
12413,West Brom,0,1,Norwich,50.1,49.9,0,1,10,7,573,583,361,363,17,20,36,49,4,3,4,2,14,832.824,245.331,238.134,349.359,14,811.726,149.2,289.712,372.814
12410,Everton,0,2,Arsenal,54.3,45.7,2,3,8,11,721,684,506,449,24,20,14,32,7,5,1,3,13,865,146.88,286.62,431.5,14,870.031,151.837,303.964,414.23
12407,Leicester,1,0,Newcastle,49.9,50.1,1,2,10,12,686,679,458,466,21,26,19,26,8,4,0,1,13,836.72,146.063,289.475,401.182,14,804.455,152.24,383.215,269
12406,Aston Villa,0,2,Spurs,37.5,62.5,2,8,12,19,571,779,327,574,23,21,25,37,5,8,3,2,13,816.868,149,294.868,373,14,879.196,228.42,248.776,402
12403,Bournemouth,3,2,Swansea,44,56,4,4,12,13,587,686,365,463,19,29,24,24,5,3,1,1,14,796.14,71.888,363.252,361,14,839.689,259.164,193.525,387
12405,Stoke,1,2,Southampton,60.6,39.4,2,4,13,11,744,548,535,345,21,20,15,42,1,4,0,1,14,855.681,218.269,250.412,387,14,823.2,166.026,290.508,366.666
12404,Norwich,0,0,Man City,33.9,66.1,0,3,5,15,538,846,319,625,27,21,48,36,3,8,2,1,14,805.28,147.28,289,369,14,903.46,150.032,341.316,412.112
12402,West Brom,1,0,Man Utd,46.6,53.4,2,1,9,7,659,701,439,503,19,28,23,18,4,5,5,1,14,831.503,212.387,246.615,372.501,14,875.811,57.477,416.652,401.682
12401,Crystal Palace,1,2,Liverpool,38.5,61.5,4,5,14,19,541,783,342,564,13,23,17,32,6,6,3,2,14,838.435,76.519,383.916,378,14,863.22,263.688,234,365.532
12400,Watford,0,1,Leicester,50.2,49.8,4,7,11,14,637,644,413,415,27,26,21,25,3,8,2,1,14,831.511,232.496,228.779,370.236,14,832.384,117,298.884,416.5
12393,Chelsea,1,1,Stoke,48.7,51.3,7,5,20,17,648,693,441,477,18,21,17,18,8,4,3,4,14,889.131,157.464,324.667,407,14,851.405,169.097,300.308,382
12394,Everton,2,3,West Ham,41.6,58.4,8,5,15,17,550,702,343,476,19,23,33,24,9,6,1,3,14,856.967,173.11,263.357,420.5,14,841.288,191.5,386.288,263.5
12395,Man City,4,0,Aston Villa,XX-XX-,XX-XX,XX-XX-,#NAME?,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,14,906.316,166.652,327.664,412,14,822.955,141.342,219.797,461.816
12396,Newcastle,1,3,Bournemouth,49.3,50.7,3,5,14,16,656,702,433,448,26,20,27,33,5,4,1,1,14,797.26,146.5,358.024,292.736,14,797.339,72.068,363.424,361.847
12397,Southampton,1,1,Sunderland,65.1,34.9,5,3,16,11,707,460,496,265,10,12,40,37,12,2,1,1,14,838.308,169.376,282.316,386.616,14,815.059,26.832,418.424,369.803
12398,Swansea,1,0,Norwich,55.8,44.2,3,3,10,8,656,547,428,341,20,15,37,37,5,0,3,3,14,845.433,153.528,304.905,387,14,810.911,224.711,238.5,347.7
12399,Spurs,2,2,Arsenal,51.8,48.2,11,4,26,10,675,646,423,414,30,25,22,34,9,2,2,1,14,878.187,242,234.453,401.734,14,884.171,176.27,312.901,395
12389,Liverpool,3,0,Man City,49.6,50.4,7,1,11,4,691,693,468,470,34,27,23,27,3,2,4,1,14,858.732,225.238,246.494,387,14,903.599,156.397,333.38,413.822
12390,Man Utd,1,0,Watford,61.3,38.7,3,4,14,13,717,505,504,307,21,26,8,24,9,7,2,0,14,849.792,69,467.367,313.425,14,829.191,153.167,297.024,379
12388,Arsenal,1,2,Swansea,62.6,37.4,4,2,17,11,834,572,621,369,28,19,15,33,7,3,3,3,13,897.032,192.831,300.201,404,14,828.304,175.675,282.793,369.836
12391,Stoke,1,0,Newcastle,55.3,44.7,2,3,9,5,668,575,459,373,29,18,26,27,5,1,1,1,14,846.144,152.011,313,381.133,14,800.288,93.73,368.558,338
12392,West Ham,1,0,Spurs,34.9,65.1,3,3,14,9,517,730,266,502,19,32,33,20,6,3,7,2,14,841.507,153.177,385,303.33,14,869.004,189.794,293.442,385.768
12383,Aston Villa,1,3,Everton,46.8,53.2,5,7,14,10,667,750,457,538,19,20,18,44,9,8,0,1,13,820.155,149.733,149.422,521,14,860.278,163.694,314.24,382.344
12384,Bournemouth,2,0,Southampton,45.4,54.6,4,1,9,6,529,604,336,424,12,13,30,38,10,2,1,4,14,801.018,88.318,351.7,361,14,842.443,213.683,211.752,417.008
12385,Leicester,2,2,West Brom,65,35,4,3,22,11,706,496,488,273,23,14,14,38,11,3,1,4,14,835.324,154.1,287.796,393.428,14,830.45,232.803,228.647,369
12386,Norwich,1,2,Chelsea,47,53,2,2,13,10,645,732,447,520,13,22,19,27,4,4,3,2,13,813.331,174.974,293,345.357,14,902.497,189.052,365.504,347.941
12387,Sunderland,2,2,Crystal Palace,59.2,40.8,6,5,17,13,632,488,427,293,17,13,22,24,4,5,0,3,14,818.97,78,372.903,368.067,14,829.913,73.335,380.578,376
12381,Man Utd,3,2,Arsenal,39.2,60.8,5,5,7,13,534,737,349,541,24,14,27,18,2,3,2,1,14,858.955,61.341,514.999,282.615,14,898.188,185.438,307.75,405
12382,Spurs,2,1,Swansea,57.2,42.8,15,4,34,10,675,547,450,335,11,18,25,47,7,7,3,3,14,875.195,241.129,232.066,402,14,851.657,172.837,291.82,387
12379,West Brom,3,2,Crystal Palace,46.1,53.9,5,2,11,15,571,605,370,427,14,11,34,16,3,6,1,1,14,826.178,216.534,242.6,367.044,14,828.701,119.881,332.82,376
12375,Leicester,1,0,Norwich,58.1,41.9,3,1,13,9,655,565,462,337,14,17,10,56,3,4,1,4,14,835.768,147.001,362.69,326.077,14,815.361,143.864,302.497,369
12376,Southampton,1,2,Chelsea,34.6,65.4,2,4,7,16,514,842,338,660,14,13,28,33,7,8,5,2,14,833.92,152.821,226.825,454.274,14,906.491,160.604,377.387,368.5
12377,Stoke,2,1,Aston Villa,55.3,44.7,3,1,11,5,684,586,492,408,10,15,19,32,11,0,2,2,14,844.611,153.48,312.131,379,13,814.924,84.512,288.412,442
12378,Watford,0,0,Bournemouth,46.9,53.1,1,3,14,11,521,596,313,350,14,20,26,42,4,5,3,3,13,818.899,224.916,229.983,364,14,798.972,64.038,373.934,361
12380,West Ham,1,0,Sunderland,52.8,47.2,3,4,9,13,625,587,417,377,17,26,24,26,5,6,0,2,14,840.865,132.004,402.861,306,12,809.444,78,365.444,366
12374,Man City,1,2,Spurs,46,54,4,3,19,6,705,788,468,564,26,33,23,34,7,1,4,1,13,910.498,107.491,389.174,413.833,14,876.056,233.398,240.658,402
12373,Aston Villa,0,6,Liverpool,39.3,60.7,1,9,6,11,600,811,410,635,19,24,24,17,0,6,0,1,14,815.394,47.656,341.186,426.552,14,868.593,224.039,250.554,394
12372,Arsenal,2,1,Leicester,72.1,27.9,6,3,24,7,943,491,671,269,17,37,18,32,11,1,5,2,14,899.722,176.162,319.56,404,14,832.83,130.528,294.67,407.632
12366,Chelsea,5,1,Newcastle,54.9,45.1,7,3,14,10,747,643,555,452,21,14,19,16,8,5,2,0,14,912.404,81.337,421.113,409.954,14,809.362,76.666,438.032,294.664
12365,Bournemouth,1,3,Stoke,65.7,34.3,2,6,11,11,731,484,550,290,15,16,8,30,9,2,1,2,14,792.836,73,358.836,361,14,838.546,259.693,234,344.853
12367,Crystal Palace,1,2,Watford,53.9,46.1,5,4,15,10,635,576,384,344,18,30,24,34,8,3,6,0,13,832.5,127.919,327.581,377,13,825.345,206.742,246.603,372
12368,Everton,0,1,West Brom,75.9,24.1,6,1,33,5,882,448,644,215,14,17,17,64,14,1,1,2,14,857.089,189.412,285.677,382,14,827.768,230.8,200.012,396.956
12369,Norwich,2,2,West Ham,48.4,51.6,3,6,13,11,564,629,376,401,21,14,25,23,3,3,3,8,14,813.911,209.223,295.144,309.544,14,839.689,92.961,440.728,306
12371,Swansea,0,1,Southampton,54.4,45.6,2,5,13,14,670,610,466,401,11,11,27,58,5,4,0,2,14,847.745,170.553,290.704,386.488,14,833.286,152.822,279.1,401.364
12370,Sunderland,2,1,Man Utd,33.7,66.3,5,6,21,12,465,694,251,501,16,17,46,21,6,8,2,6,14,809.143,65.63,377.513,366,14,868.816,87.86,396.325,384.631
12364,Chelsea,1,1,Man Utd,49.3,50.7,5,7,16,17,641,662,413,435,23,20,26,30,10,11,1,1,14,910.366,135.102,363.232,412.032,14,878.478,85,396.478,397
12363,Bournemouth,0,2,Arsenal,50.7,49.3,4,5,17,10,715,698,485,487,22,19,24,32,7,3,3,6,14,793.555,72.424,360.131,361,14,897.524,170,315.493,412.031
12359,Southampton,1,0,West Ham,35.2,64.8,2,2,8,18,471,714,280,503,19,19,47,24,4,5,0,3,14,844.735,201.316,182.419,461,14,846.034,114.969,373.215,357.85
12355,Aston Villa,2,0,Norwich,48.3,51.7,2,5,10,13,595,605,386,400,16,20,38,27,2,11,1,5,12,819.836,74,299,446.836,14,812.643,219.296,300.347,293
12356,Liverpool,2,2,Sunderland,71.3,28.7,5,2,16,7,889,464,692,282,16,19,10,46,7,2,3,2,14,863.633,162,307.5,394.133,14,807.528,78,363.528,366
12358,Newcastle,1,0,West Brom,68.9,31.1,7,0,19,7,704,415,506,228,13,18,12,29,8,4,1,2,13,813.803,77.606,459.197,277,14,816.568,147.568,300,369
12360,Stoke,0,3,Everton,65.5,34.5,3,6,12,14,813,541,616,326,13,25,7,35,6,4,1,1,14,847.888,189.092,275.796,383,14,857.045,158.58,316.465,382
12361,Swansea,1,1,Crystal Palace,58.5,41.5,3,2,18,12,717,570,465,336,26,22,35,35,9,5,1,0,14,848.002,156,305.068,386.934,14,828.492,114.692,325,388.8
12362,Spurs,1,0,Watford,65.9,34.1,8,0,25,3,795,535,555,297,14,23,17,35,15,1,2,3,14,875.859,189.794,289.065,397,14,821.8,115,336,370.8
12357,Man City,1,3,Leicester,65.9,34.1,4,7,22,14,810,512,565,296,14,27,29,27,11,4,1,1,14,895.334,128.166,361.168,406,14,836.872,154.7,300.172,382
12353,Everton,3,0,Newcastle,55.8,44.2,7,3,18,7,706,586,480,372,30,21,27,18,3,3,0,1,12,854.5,159.5,313,382,14,826.523,102.564,393.547,330.412
12354,Watford,0,0,Chelsea,45,55,3,4,12,12,673,767,449,555,20,22,21,23,7,7,0,2,14,823.63,153,298.166,372.464,12,907.945,167,329.945,411
12346,Crystal Palace,1,2,Bournemouth,50.6,49.4,3,4,14,8,606,578,384,386,11,16,21,45,5,3,3,0,14,825.48,166.548,281.932,377,14,795.899,64.673,369.379,361.847
12348,Man Utd,3,0,Stoke,46.9,53.1,5,0,15,10,642,680,461,519,21,12,27,8,2,5,3,1,14,877.147,86.518,393.629,397,13,840,305.335,155,379.665
12351,West Brom,1,1,Swansea,45.3,54.7,7,4,17,18,599,686,373,481,14,10,17,45,7,7,2,0,14,828.456,172.698,312.816,342.942,14,849.644,117.5,338.469,393.675
12345,Arsenal,0,0,Southampton,66.7,33.3,11,3,22,14,807,527,535,274,23,32,14,31,13,3,0,2,13,896.723,170,321.723,405,14,844.082,173.202,278.976,391.904
12347,Leicester,2,0,Liverpool,36.1,63.9,6,1,13,14,570,807,325,566,16,30,39,29,3,12,3,2,14,838.751,153.295,303.456,382,14,869.972,182.898,292.074,395
12349,Norwich,0,3,Spurs,45.8,54.2,3,6,11,17,561,629,355,426,17,24,32,28,6,8,5,0,13,817.466,156.678,292.788,368,14,877.048,203.5,271.548,402
12350,Sunderland,0,1,Man City,49.6,50.4,3,2,11,7,650,664,411,431,33,21,39,45,8,4,4,2,14,822.48,78,378.48,366,14,898.802,124.5,359.786,414.516
12352,West Ham,2,0,Aston Villa,68,32,6,2,25,5,857,475,657,303,16,20,19,25,5,5,5,0,14,847.627,73.294,392.333,382,13,820.9,141.786,217.711,461.403
12343,Arsenal,0,1,Chelsea,46.6,53.4,1,6,9,12,671,743,466,549,17,23,14,25,6,7,1,7,14,895.145,108.008,318.169,468.968,13,906.644,153.972,341.672,411
12344,Everton,1,2,Swansea,59.7,40.3,2,5,20,7,810,620,592,422,16,15,11,37,7,1,2,0,14,834.249,162,364.689,307.56,14,850.77,79.825,372.331,398.614
12342,West Ham,2,2,Man City,46.7,53.3,3,3,10,16,626,698,401,474,23,16,24,36,5,2,1,1,14,842.828,75.406,450.054,317.368,14,906.008,99.388,401.62,405
12335,Crystal Palace,1,3,Spurs,36.1,63.9,3,11,11,24,516,779,290,533,22,17,24,44,3,10,0,2,13,832.496,151.976,303.52,377,14,877.89,240.174,235.384,402.332
12336,Leicester,3,0,Stoke,45.2,54.8,5,2,15,3,586,639,359,441,19,20,19,25,8,4,1,0,13,837.913,154.067,301.846,382,14,842.299,312.728,146.24,383.331
12337,Man Utd,0,1,Southampton,55.4,44.6,1,2,8,7,651,579,457,361,9,18,22,28,4,4,2,1,14,875.856,85,400.8,390.056,14,838.086,152.878,230.208,455
12339,Sunderland,1,1,Bournemouth,42.7,57.3,5,5,10,15,592,752,377,505,20,23,37,35,3,4,2,1,13,805.776,78,362.776,365,14,791.737,72.636,358.101,361
12340,Watford,2,1,Newcastle,51.3,48.7,5,2,13,11,695,632,473,431,31,18,17,17,2,7,1,1,14,816.492,153.858,298.568,364.066,14,828.868,102.674,358.888,367.306
12341,West Brom,0,0,Aston Villa,39.4,60.6,0,4,4,15,492,655,279,445,17,21,34,33,2,6,1,1,14,829.843,162.524,292.319,375,13,818.822,149.711,223.111,446
12338,Norwich,4,5,Liverpool,47.9,52.1,5,7,6,13,615,655,401,445,20,22,32,31,3,3,1,4,14,815.067,212.861,294.778,307.428,14,864.088,122,347.252,394.836
12334,Swansea,1,0,Watford,56.7,43.3,2,2,10,12,763,607,501,378,17,32,57,29,6,3,5,0,14,846.154,85.853,372.826,387.475,13,820.668,155.244,296.492,368.932
12333,Stoke,0,0,Arsenal,45,55,6,3,14,8,594,707,406,495,9,11,18,34,6,6,9,0,14,848.935,304.417,154.868,389.65,13,883.392,82,390.6,410.792
12332,Liverpool,0,1,Man Utd,53.3,46.7,4,1,19,7,705,666,491,431,36,26,11,33,5,4,3,0,14,868.632,157.52,324.076,387.036,14,884.073,85,433.362,365.711
12325,Aston Villa,1,1,Leicester,56.5,43.5,5,5,14,12,718,597,500,398,18,20,17,33,3,4,1,4,13,818.569,168.688,280.881,369,14,832.272,145.865,304.407,382
12326,Bournemouth,3,0,Norwich,45.4,54.6,8,3,15,10,580,616,353,418,19,21,26,21,5,3,1,4,14,791.17,73.725,356.445,361,14,809.912,163.886,358.026,288
12327,Chelsea,3,3,Everton,54.9,45.1,7,4,14,9,765,681,569,477,26,18,15,34,6,4,3,1,14,904.119,116.343,376.776,411,14,835.877,154,370.033,311.844
12328,Man City,4,0,Crystal Palace,52.8,47.2,4,3,17,9,696,620,490,426,22,24,34,10,5,6,0,1,14,898.378,129.281,362.675,406.422,14,832.376,148.267,307.109,377
12329,Newcastle,2,1,West Ham,50.7,49.3,10,3,23,10,671,648,457,436,24,23,21,17,3,3,2,1,14,833.917,140.897,348.584,344.436,14,833.721,105,348.222,380.499
12330,Southampton,3,0,West Brom,55.8,44.2,5,0,9,10,646,527,465,355,14,16,34,21,1,3,2,4,14,834.897,129.6,250.833,454.464,14,816.2,189.2,263.5,363.5
12331,Spurs,4,1,Sunderland,66.6,33.4,11,2,26,5,811,501,621,316,18,19,19,33,11,3,1,3,14,877.812,253.237,221.575,403,14,804.274,78,364.274,362
12319,Liverpool,3,3,Arsenal,59.5,40.5,6,5,22,14,762,589,535,378,21,20,20,40,9,3,4,5,14,861.001,181.6,283.729,395.672,14,894.758,167.096,305.338,422.324
12324,Spurs,0,1,Leicester,61.7,38.3,5,2,21,10,707,529,454,293,14,28,37,51,16,8,2,2,14,873.66,225.246,244.414,404,14,837.706,142.79,312.916,382
12318,Chelsea,2,2,West Brom,61.1,38.9,2,6,14,13,719,519,528,317,13,21,34,18,7,7,1,1,13,901.101,167,323.101,411,14,814.744,103.796,274.948,436
12320,Man City,0,0,Everton,55,45,5,2,22,7,745,659,544,468,16,14,15,35,12,5,3,4,12,903,88,410,405,13,836.789,178.247,343.542,315
12321,Southampton,2,0,Watford,50.6,49.4,7,1,15,4,672,654,458,465,22,11,30,29,8,1,4,3,14,833.755,144.342,234.858,454.555,14,825.878,171.788,294.034,360.056
12322,Stoke,3,1,Norwich,64.4,35.6,4,2,14,5,800,524,621,348,21,10,13,29,7,3,2,1,14,847.486,305.11,142.676,399.7,14,805.576,130.365,387.211,288
12323,Swansea,2,4,Sunderland,51.2,48.8,5,4,10,7,617,594,451,430,11,22,10,33,8,6,2,2,14,841.135,90.088,325.539,425.508,14,807.328,78,364.328,365
12315,Aston Villa,1,0,Crystal Palace,51.3,48.7,3,1,13,9,642,639,434,427,25,10,26,18,9,0,2,5,12,818.836,150,299,369.836,14,834.189,134.514,322.675,377
12316,Bournemouth,1,3,West Ham,48.7,51.3,4,5,11,10,638,646,413,432,18,21,25,20,4,7,0,4,14,794.421,80.192,353.229,361,14,825.542,137.173,308.335,380.034
12317,Newcastle,3,3,Man Utd,54.2,45.8,6,4,14,12,725,647,514,432,27,22,14,27,5,3,3,1,14,830.392,149.836,308.532,372.024,13,890.201,85,475.201,330
12314,Everton,1,1,Spurs,40.8,59.2,3,4,12,19,632,805,406,599,21,18,33,25,4,4,3,1,13,838.333,213.359,309.974,315,14,871.438,218.173,249.265,404
12313,Crystal Palace,0,3,Chelsea,39.8,60.2,4,4,8,10,571,785,373,593,17,23,19,21,5,7,0,0,14,825.367,154.871,293.496,377,13,907.912,165.196,331.716,411
12310,Watford,1,2,Man City,48.5,51.5,4,5,12,16,649,676,410,436,18,28,19,40,4,5,0,1,12,822.445,153,294.445,375,14,910.394,97.488,417.667,395.239
12305,Arsenal,1,0,Newcastle,51,49,3,6,15,15,677,649,468,454,19,20,13,16,7,4,2,0,14,896.202,169.098,308.412,418.692,13,831.056,151.508,310.548,369
12306,Leicester,0,0,Bournemouth,53.5,46.5,2,0,16,9,681,642,479,426,18,24,8,45,7,1,0,2,14,836.176,136.628,330.364,369.184,13,792.631,31.176,374.814,386.641
12307,Man Utd,2,1,Swansea,54.7,45.3,6,4,19,9,708,618,515,430,19,16,7,26,4,2,1,1,14,902.05,85,478.373,338.677,14,847.823,85.853,374.97,387
12308,Norwich,1,0,Southampton,41.6,58.4,1,4,10,10,547,664,356,494,9,19,47,23,4,9,2,2,14,807.022,146.736,365.7,294.586,14,837.824,83.658,373.166,381
12309,Sunderland,3,1,Aston Villa,44.9,55.1,5,3,13,8,571,661,381,470,21,14,33,22,3,3,2,2,14,800.134,86.103,349.031,365,14,814.145,84.544,295.989,433.612
12311,West Brom,2,1,Stoke,45.7,54.3,5,3,17,10,537,605,360,429,16,13,16,21,4,6,1,1,13,813.691,156.256,298.435,359,14,854.787,174.611,216.176,464
12312,West Ham,2,0,Liverpool,35.6,64.4,10,2,18,23,527,739,285,501,22,18,54,19,3,9,1,3,14,839.623,164.81,290.645,384.168,14,859.437,245.356,231.764,382.317
12304,Sunderland,0,1,Liverpool,42.3,57.7,3,6,8,17,556,668,326,465,13,16,46,29,6,4,1,0,14,805.964,78,421.764,306.2,14,874.844,319.448,159.538,395.858
12303,Leicester,0,0,Man City,39.3,60.7,4,5,11,21,557,743,329,498,14,18,36,35,1,13,2,1,14,839.003,97.688,359.315,382,14,907.532,86.491,416.041,405
12295,Arsenal,2,0,Bournemouth,51.4,48.6,6,3,12,10,726,696,530,516,18,20,11,27,9,3,1,1,14,886.182,160.898,250.195,475.089,14,790.367,7.992,421.375,361
12298,Man Utd,0,0,Chelsea,66.8,33.2,2,3,12,8,802,507,617,312,21,26,10,29,5,3,2,0,14,899.416,85,487.424,326.992,13,907.504,100.204,396.3,411
12302,West Ham,2,1,Southampton,49.1,50.9,5,3,13,14,640,638,408,409,23,21,41,27,4,7,1,2,14,837.912,150.156,308.756,379,14,836.495,151.664,303.165,381.666
12296,Crystal Palace,0,0,Swansea,53.6,46.4,2,3,10,5,611,556,407,373,12,11,14,39,7,4,4,1,14,830.532,131.175,396.357,303,14,821.15,217.158,223,380.992
12297,Everton,3,4,Stoke,51.3,48.7,3,5,15,8,684,658,481,472,19,21,17,31,6,2,2,5,13,824.755,260.128,265.627,299,14,855.124,166.397,232.36,456.367
12299,Norwich,2,0,Aston Villa,48.2,51.8,4,3,9,6,541,595,361,383,20,20,23,30,3,7,2,0,14,811.6,152.218,371.382,288,14,821.309,93.009,298.076,430.224
12300,Watford,1,2,Spurs,37.5,62.5,1,3,9,10,521,735,312,525,15,12,22,30,5,3,2,1,14,813.91,153,347.7,313.21,14,872.064,192.8,276.264,403
12301,West Brom,1,0,Newcastle,51.7,48.3,5,2,22,7,576,549,343,334,20,15,16,47,18,6,2,1,14,811.888,166.916,270.572,374.4,14,829.144,149.6,311.544,368
12291,Southampton,4,0,Arsenal,35.2,64.8,5,5,14,8,489,759,312,571,22,11,22,20,3,4,6,1,14,837.809,152.2,304.609,381,14,893.226,170,299.618,423.608
12290,Newcastle,0,1,Everton,40.9,59.1,1,7,10,20,552,751,365,517,23,18,28,16,3,7,0,3,12,826.132,146.591,310.541,369,14,840.254,143.36,381.894,315
12285,Aston Villa,1,1,West Ham,59.1,40.9,8,4,15,10,665,527,431,309,18,21,29,48,9,6,3,1,13,820.454,149,299.454,372,14,834.496,76,387.714,370.782
12286,Bournemouth,0,0,Crystal Palace,55.2,44.8,4,1,10,8,691,592,464,369,26,18,37,28,8,9,2,1,14,790.026,71.526,357.5,361,14,827.588,146.732,303.856,377
12287,Chelsea,2,2,Watford,62.4,37.6,2,2,17,12,730,517,544,327,21,29,12,22,9,4,2,1,13,912.39,167,331.39,414,14,823.568,153,295.568,375
12288,Liverpool,1,0,Leicester,64.8,35.2,5,3,26,7,770,517,518,278,18,21,50,47,7,6,5,1,14,875.017,324.312,155.705,395,14,829.271,135.894,311.377,382
12289,Man City,4,1,Sunderland,66.4,33.6,9,3,19,11,805,476,615,306,15,20,20,24,5,1,3,1,14,900.612,80,415.512,405.1,14,797.411,0,382.87,414.541
12293,Swansea,1,0,West Brom,55.5,44.5,2,3,7,9,703,586,513,386,15,14,28,10,0,7,1,2,14,851.606,79,385.606,387,14,812.855,126.796,275.7,410.359
12294,Spurs,3,0,Norwich,59.8,40.2,10,3,15,11,747,564,533,354,18,18,19,31,9,4,3,8,14,879.512,216.006,259.506,404,14,807.799,82.516,363.283,362
12292,Stoke,2,0,Man Utd,41.5,58.5,3,6,13,11,541,635,334,453,24,16,27,10,1,12,3,1,14,855.499,179.406,187.285,488.808,13,888.932,48.641,511.291,329
12284,Arsenal,2,1,Man City,37.3,62.7,5,6,8,20,609,854,386,648,20,19,29,27,4,8,3,1,14,893.908,156.272,308.514,429.122,14,905.466,85.6,414.866,405
12282,Swansea,0,0,West Ham,72.7,27.3,2,2,22,11,891,459,678,239,18,13,21,41,8,9,4,2,14,850.754,156,308.22,386.534,14,820.743,83.308,352.403,385.032
12283,Watford,3,0,Liverpool,35.1,64.9,5,4,6,12,474,724,268,500,28,19,23,30,7,9,1,10,14,817.354,151.306,296.048,370,14,873.322,352.748,245.638,274.936
12278,Newcastle,1,1,Aston Villa,47.2,52.8,4,7,8,10,594,659,370,414,26,22,32,17,3,7,0,0,14,829.179,151.335,308.844,369,12,823.334,100.309,351.025,372
12275,Chelsea,3,1,Sunderland,67.2,32.8,7,3,17,11,770,476,577,280,17,27,20,32,2,2,0,3,14,910.321,166.22,333.101,411,14,803.95,114.5,319.45,370
12276,Everton,2,3,Leicester,67.4,32.6,5,5,13,10,754,505,538,272,13,30,21,33,10,2,2,2,13,841,225.294,300.706,315,14,825.609,154.802,294.807,376
12277,Man Utd,1,2,Norwich,69.2,30.8,2,4,11,6,818,499,605,283,17,15,6,69,11,0,2,1,12,891.999,85,477.999,329,14,804.911,129.153,313.758,362
12279,Southampton,0,2,Spurs,51,49,4,5,11,12,607,611,386,383,24,20,14,23,4,7,5,2,14,839.133,197.905,263.228,378,14,881.895,228.954,248.941,404
12280,Stoke,1,2,Crystal Palace,58.4,41.6,5,3,26,12,673,533,469,342,17,16,17,26,7,3,0,1,13,855.444,178.572,226.397,450.475,14,829.201,139.139,313.062,377
12281,West Brom,1,2,Bournemouth,32.6,67.4,2,6,7,16,417,744,257,552,10,12,18,33,4,8,0,3,14,815.582,131.686,260,423.896,14,792.821,77.874,353.947,361
12274,Leicester,2,1,Chelsea,34.4,65.6,5,4,9,11,489,768,275,522,26,14,33,32,1,8,0,2,14,830.712,151.934,296.778,382,14,910.986,248.444,286.066,376.476
12272,Liverpool,2,2,West Brom,70.4,29.6,8,2,28,4,822,457,642,270,17,9,8,41,4,4,1,1,14,870.122,236.56,248.2,385.362,12,812.825,79.825,297,436
12273,Spurs,1,2,Newcastle,58.3,41.7,8,4,20,8,707,556,477,335,18,25,28,25,6,2,2,4,13,876.31,242,228.31,406,14,829.725,151.9,308.825,369
12271,Aston Villa,0,2,Arsenal,45.8,54.2,2,4,18,8,608,686,427,522,16,18,17,20,5,5,2,5,14,822.703,122.209,328.494,372,14,894.296,166.128,292.169,435.999
12265,Bournemouth,2,1,Man Utd,43.5,56.5,5,5,11,11,597,681,370,474,27,23,39,17,5,7,1,2,13,790.614,20.016,409.598,361,14,837.084,45.264,410.26,381.56
12266,Crystal Palace,1,0,Southampton,43.8,56.2,5,3,12,15,518,611,296,397,17,14,40,47,8,5,3,0,13,836.59,144.614,314.976,377,14,831.292,172.968,226.756,431.568
12267,Man City,2,1,Swansea,53,47,5,7,13,13,732,669,557,492,15,16,24,16,5,5,3,6,14,895.531,79.531,410,406,14,849.075,85.006,377.069,387
12269,Sunderland,0,1,Watford,48.6,51.4,2,8,14,13,624,660,416,465,8,19,28,28,8,3,3,2,14,798.983,88.6,346.202,364.181,13,816.598,153,293.598,370
12270,West Ham,0,0,Stoke,46.7,53.3,10,3,24,12,571,610,335,397,15,21,35,23,11,7,1,0,13,839.096,103.488,354.608,381,14,851.444,186.038,173.3,492.106
12268,Norwich,1,1,Everton,41.3,58.7,2,3,9,15,565,761,401,573,18,11,35,23,5,4,1,1,13,804.232,143.908,298.824,361.5,13,840.376,226.52,298.856,315
12264,Everton,1,1,Crystal Palace,62,38,4,5,19,14,762,573,527,331,24,25,24,40,13,6,0,3,12,829.976,239,287,303.976,13,832.416,147.712,307.704,377
12263,Newcastle,2,0,Liverpool,39.8,60.2,1,1,6,10,586,782,389,574,26,26,22,11,2,7,1,2,14,829.124,145.415,314.709,369,14,864.146,175.003,294.143,395
12256,Chelsea,0,1,Bournemouth,62.9,37.1,6,5,19,15,771,555,524,323,21,19,20,36,11,4,2,1,14,909.798,95.512,416.292,397.994,12,790.333,7.992,421.341,361
12255,Arsenal,3,1,Sunderland,72.5,27.5,7,4,16,11,894,443,713,257,20,13,20,34,3,2,1,1,14,892.225,160.898,301.011,430.316,14,803.648,50.297,327.392,425.959
12257,Man Utd,0,0,West Ham,62.6,37.4,1,2,21,9,718,518,496,302,18,27,11,34,6,2,2,1,14,878.344,0,479.844,398.5,14,845.769,77,381.185,387.584
